Ship_id,Order_ID,Ship_Mode,Ship_Date
SHP_6507,40420,REGULAR AIR,12-1-11
SHP_6530,42148,REGULAR AIR,23-10-11
SHP_6729,58855,REGULAR AIR,31-10-10
SHP_6538,42563,EXPRESS AIR,12-8-10
SHP_1864,10498,REGULAR AIR,30-10-10
SHP_1872,11878,REGULAR AIR,25-2-10
SHP_1872,11878,REGULAR AIR,25-2-10
SHP_2153,40386,EXPRESS AIR,20-2-11
SHP_2219,46919,REGULAR AIR,20-6-09
SHP_6117,6531,REGULAR AIR,19-7-10
SHP_6117,6531,REGULAR AIR,19-7-10
SHP_6207,13668,REGULAR AIR,26-2-12
SHP_6666,54180,REGULAR AIR,24-10-12
SHP_6554,43846,REGULAR AIR,27-2-09
SHP_6549,43494,REGULAR AIR,4-1-12
SHP_6626,48935,REGULAR AIR,9-1-10
SHP_6612,48192,DELIVERY TRUCK,17-12-09
SHP_4187,30593,REGULAR AIR,28-7-11
SHP_4189,32871,DELIVERY TRUCK,28-10-12
SHP_4186,30593,EXPRESS AIR,27-7-11
SHP_4188,32871,REGULAR AIR,28-10-12
SHP_604,45606,REGULAR AIR,23-9-11
SHP_615,49029,EXPRESS AIR,22-5-12
SHP_603,45606,REGULAR AIR,24-9-11
SHP_585,40800,REGULAR AIR,6-12-10
SHP_4940,26146,REGULAR AIR,20-10-09
SHP_4936,25155,REGULAR AIR,27-1-10
SHP_4936,25155,REGULAR AIR,27-1-10
SHP_4937,25155,EXPRESS AIR,25-1-10
SHP_4976,37127,REGULAR AIR,3-10-10
SHP_5018,50501,REGULAR AIR,31-5-09
SHP_4939,26146,REGULAR AIR,18-10-09
SHP_5011,47554,REGULAR AIR,20-3-10
SHP_4907,9383,REGULAR AIR,18-3-09
SHP_4889,2593,DELIVERY TRUCK,4-9-10
SHP_5010,47554,DELIVERY TRUCK,13-3-10
SHP_4888,2593,EXPRESS AIR,5-9-10
SHP_4994,43206,EXPRESS AIR,24-8-09
SHP_3567,8224,REGULAR AIR,9-2-12
SHP_3668,27684,REGULAR AIR,7-9-11
SHP_3539,1665,REGULAR AIR,9-5-09
SHP_3885,57542,REGULAR AIR,24-8-09
SHP_3570,9568,REGULAR AIR,9-3-10
SHP_3874,56418,REGULAR AIR,13-4-12
SHP_3524,58917,REGULAR AIR,2-3-12
SHP_3219,3841,EXPRESS AIR,6-10-09
SHP_3528,59937,REGULAR AIR,29-12-09
SHP_3218,3841,REGULAR AIR,6-10-09
SHP_3218,3841,REGULAR AIR,6-10-09
SHP_3239,8000,REGULAR AIR,21-9-10
SHP_3239,8000,REGULAR AIR,21-9-10
SHP_3523,58917,REGULAR AIR,3-3-12
SHP_5281,69,EXPRESS AIR,5-6-09
SHP_5404,41799,REGULAR AIR,24-6-09
SHP_5286,2144,REGULAR AIR,28-3-09
SHP_5300,5765,REGULAR AIR,21-12-09
SHP_5294,3783,REGULAR AIR,7-12-10
SHP_5378,32675,DELIVERY TRUCK,4-11-09
SHP_5396,38659,DELIVERY TRUCK,6-4-10
SHP_5442,50304,DELIVERY TRUCK,2-2-10
SHP_5280,69,REGULAR AIR,5-6-09
SHP_5441,50304,REGULAR AIR,2-2-10
SHP_5386,33731,DELIVERY TRUCK,9-10-12
SHP_5387,33731,REGULAR AIR,8-10-12
SHP_5309,9473,REGULAR AIR,13-10-12
SHP_5309,9473,REGULAR AIR,13-10-12
SHP_5445,51201,REGULAR AIR,16-12-11
SHP_5421,44805,REGULAR AIR,15-9-12
SHP_5310,9473,REGULAR AIR,12-10-12
SHP_5388,33731,REGULAR AIR,10-10-12
SHP_5301,6339,REGULAR AIR,12-12-12
SHP_5451,52678,DELIVERY TRUCK,31-7-12
SHP_5293,3783,REGULAR AIR,5-12-10
SHP_5395,38659,REGULAR AIR,3-4-10
SHP_6289,21159,EXPRESS AIR,11-6-11
SHP_6170,10658,REGULAR AIR,3-9-09
SHP_6292,21346,REGULAR AIR,7-6-11
SHP_6169,10658,REGULAR AIR,27-8-09
SHP_6168,10658,REGULAR AIR,31-8-09
SHP_6348,24677,REGULAR AIR,7-3-12
SHP_4606,22304,REGULAR AIR,29-11-11
SHP_4860,56612,REGULAR AIR,22-7-09
SHP_4501,8580,REGULAR AIR,23-3-11
SHP_4840,54464,REGULAR AIR,3-9-09
SHP_4841,54464,REGULAR AIR,2-9-09
SHP_4500,8580,REGULAR AIR,22-3-11
SHP_1544,49986,REGULAR AIR,16-10-10
SHP_1513,38917,REGULAR AIR,28-11-10
SHP_1497,32452,REGULAR AIR,19-7-11
SHP_1501,33378,REGULAR AIR,28-4-12
SHP_1545,50336,REGULAR AIR,5-11-09
SHP_1495,32198,REGULAR AIR,9-11-11
SHP_4696,34400,REGULAR AIR,28-12-12
SHP_4697,34400,REGULAR AIR,29-12-12
SHP_4662,29249,EXPRESS AIR,18-6-11
SHP_4661,29249,REGULAR AIR,17-6-11
SHP_4675,31842,REGULAR AIR,17-7-10
SHP_539,25315,REGULAR AIR,2-12-10
SHP_502,15618,REGULAR AIR,6-8-10
SHP_502,15618,REGULAR AIR,6-8-10
SHP_508,17315,REGULAR AIR,26-4-09
SHP_527,22695,REGULAR AIR,8-7-09
SHP_505,16419,REGULAR AIR,5-8-09
SHP_501,15618,REGULAR AIR,7-8-10
SHP_538,25315,EXPRESS AIR,2-12-10
SHP_540,25315,DELIVERY TRUCK,4-12-10
SHP_493,13120,REGULAR AIR,14-12-09
SHP_492,13120,REGULAR AIR,21-12-09
SHP_6334,23488,REGULAR AIR,8-1-09
SHP_6190,12612,EXPRESS AIR,26-12-10
SHP_6189,12612,REGULAR AIR,21-12-10
SHP_6186,12262,DELIVERY TRUCK,15-12-11
SHP_6162,10305,REGULAR AIR,12-7-09
SHP_6359,26055,REGULAR AIR,26-11-12
SHP_4996,43207,REGULAR AIR,16-6-10
SHP_5025,52641,REGULAR AIR,10-10-10
SHP_4990,42310,REGULAR AIR,22-7-09
SHP_4949,27810,EXPRESS AIR,30-1-10
SHP_4995,43207,REGULAR AIR,13-6-10
SHP_4997,43207,REGULAR AIR,11-6-10
SHP_2795,40704,REGULAR AIR,12-1-09
SHP_4309,52389,REGULAR AIR,21-10-11
SHP_4276,26695,REGULAR AIR,8-6-10
SHP_5232,26758,REGULAR AIR,25-5-09
SHP_5256,46018,DELIVERY TRUCK,12-8-09
SHP_5225,20704,REGULAR AIR,15-2-10
SHP_5225,20704,REGULAR AIR,15-2-10
SHP_5275,59456,REGULAR AIR,8-1-12
SHP_5239,30405,DELIVERY TRUCK,3-5-12
SHP_5224,20704,REGULAR AIR,10-2-10
SHP_5216,12611,EXPRESS AIR,17-10-11
SHP_5231,26758,EXPRESS AIR,25-5-09
SHP_1104,34435,REGULAR AIR,7-8-09
SHP_1106,35649,REGULAR AIR,11-10-11
SHP_1106,35649,REGULAR AIR,11-10-11
SHP_1055,25830,REGULAR AIR,6-5-10
SHP_1117,38758,REGULAR AIR,26-9-11
SHP_1031,20807,DELIVERY TRUCK,23-7-12
SHP_1056,25830,REGULAR AIR,11-5-10
SHP_6678,54977,REGULAR AIR,15-7-11
SHP_6585,45664,REGULAR AIR,10-6-12
SHP_6452,35814,REGULAR AIR,28-3-12
SHP_6677,54977,REGULAR AIR,14-7-11
SHP_3196,225,REGULAR AIR,25-5-11
SHP_3197,225,REGULAR AIR,26-5-11
SHP_3327,26407,REGULAR AIR,20-6-12
SHP_3371,34182,REGULAR AIR,19-10-12
SHP_3326,26407,REGULAR AIR,21-6-12
SHP_3185,55909,REGULAR AIR,26-5-09
SHP_2501,14662,REGULAR AIR,17-11-11
SHP_2501,14662,REGULAR AIR,17-11-11
SHP_2501,14662,REGULAR AIR,17-11-11
SHP_4135,25313,REGULAR AIR,23-8-12
SHP_4105,13351,REGULAR AIR,7-5-10
SHP_3065,10436,REGULAR AIR,9-1-11
SHP_2781,33253,REGULAR AIR,2-12-11
SHP_2781,33253,REGULAR AIR,2-12-11
SHP_3042,1985,REGULAR AIR,3-9-09
SHP_2997,9024,REGULAR AIR,3-6-12
SHP_3063,9024,REGULAR AIR,4-6-12
SHP_3624,19616,REGULAR AIR,23-12-11
SHP_3777,41571,REGULAR AIR,15-6-11
SHP_3625,19616,EXPRESS AIR,23-12-11
SHP_3601,15078,REGULAR AIR,10-11-10
SHP_3725,36517,REGULAR AIR,2-3-10
SHP_3726,36517,REGULAR AIR,3-3-10
SHP_3865,55172,REGULAR AIR,4-12-10
SHP_2427,37441,REGULAR AIR,26-2-09
SHP_2426,37441,DELIVERY TRUCK,25-2-09
SHP_7403,33824,REGULAR AIR,3-3-11
SHP_7386,25412,REGULAR AIR,8-6-11
SHP_2628,25092,REGULAR AIR,3-12-10
SHP_2628,25092,REGULAR AIR,3-12-10
SHP_4019,36133,REGULAR AIR,21-8-11
SHP_4083,56003,DELIVERY TRUCK,7-4-10
SHP_4098,59428,REGULAR AIR,9-9-10
SHP_4097,59428,DELIVERY TRUCK,10-9-10
SHP_4167,55431,REGULAR AIR,9-6-12
SHP_4167,55431,REGULAR AIR,9-6-12
SHP_6280,20225,REGULAR AIR,2-8-10
SHP_6280,20225,REGULAR AIR,2-8-10
SHP_6057,1888,DELIVERY TRUCK,30-10-10
SHP_6383,28224,REGULAR AIR,20-12-12
SHP_6058,1888,REGULAR AIR,31-10-10
SHP_6119,6566,REGULAR AIR,21-5-11
SHP_6096,4804,REGULAR AIR,28-1-12
SHP_4412,44359,REGULAR AIR,1-12-10
SHP_4346,11719,REGULAR AIR,5-2-11
SHP_4346,11719,REGULAR AIR,5-2-11
SHP_4329,96,REGULAR AIR,18-4-09
SHP_4426,49799,REGULAR AIR,25-8-09
SHP_4365,21478,REGULAR AIR,6-3-12
SHP_4416,46624,REGULAR AIR,28-4-10
SHP_4337,6979,REGULAR AIR,28-2-09
SHP_4345,11719,DELIVERY TRUCK,6-2-11
SHP_4415,46624,REGULAR AIR,27-4-10
SHP_4425,49799,DELIVERY TRUCK,26-8-09
SHP_4371,23557,REGULAR AIR,1-6-11
SHP_4364,21478,REGULAR AIR,4-3-12
SHP_4366,21633,REGULAR AIR,28-3-09
SHP_4349,14055,REGULAR AIR,3-9-09
SHP_4392,33254,REGULAR AIR,5-11-11
SHP_4391,33060,REGULAR AIR,20-2-10
SHP_4382,30214,EXPRESS AIR,11-10-09
SHP_2483,3942,REGULAR AIR,28-6-10
SHP_2483,3942,REGULAR AIR,28-6-10
SHP_2804,45728,REGULAR AIR,22-6-10
SHP_2804,45728,REGULAR AIR,22-6-10
SHP_5527,37350,REGULAR AIR,21-5-12
SHP_5551,48704,REGULAR AIR,10-1-12
SHP_5503,18946,REGULAR AIR,4-5-10
SHP_5498,15715,REGULAR AIR,18-10-12
SHP_5518,28545,REGULAR AIR,24-8-11
SHP_5515,25440,DELIVERY TRUCK,6-2-09
SHP_5523,33350,REGULAR AIR,21-7-09
SHP_5480,4359,REGULAR AIR,4-3-10
SHP_3936,13764,REGULAR AIR,14-7-11
SHP_4000,29607,REGULAR AIR,15-3-12
SHP_3901,1831,DELIVERY TRUCK,2-12-10
SHP_4089,56967,EXPRESS AIR,9-3-12
SHP_7050,50470,REGULAR AIR,28-8-10
SHP_7047,48416,REGULAR AIR,8-7-09
SHP_7023,17952,REGULAR AIR,12-10-10
SHP_7031,26881,DELIVERY TRUCK,5-8-09
SHP_7028,25318,REGULAR AIR,21-11-11
SHP_1256,14021,EXPRESS AIR,8-3-11
SHP_1251,12355,REGULAR AIR,30-5-11
SHP_1496,32231,REGULAR AIR,5-11-12
SHP_1511,38240,REGULAR AIR,19-12-09
SHP_1187,55367,REGULAR AIR,12-1-09
SHP_1167,49088,REGULAR AIR,25-9-09
SHP_1203,58978,REGULAR AIR,13-2-12
SHP_1186,55367,DELIVERY TRUCK,11-1-09
SHP_1166,49088,EXPRESS AIR,24-9-09
SHP_1165,49088,REGULAR AIR,24-9-09
SHP_7429,41794,REGULAR AIR,29-5-11
SHP_7429,41794,REGULAR AIR,29-5-11
SHP_7387,26627,REGULAR AIR,30-10-09
SHP_7428,41794,REGULAR AIR,28-5-11
SHP_7422,40007,REGULAR AIR,1-9-12
SHP_7401,32800,REGULAR AIR,22-1-09
SHP_7402,32800,REGULAR AIR,23-1-09
SHP_7454,55459,REGULAR AIR,27-4-09
SHP_7444,50849,EXPRESS AIR,9-10-12
SHP_7448,52897,REGULAR AIR,24-8-09
SHP_7354,9762,REGULAR AIR,4-1-09
SHP_7400,32800,DELIVERY TRUCK,22-1-09
SHP_7365,15425,EXPRESS AIR,29-7-11
SHP_6839,35139,REGULAR AIR,20-1-10
SHP_6839,35139,REGULAR AIR,20-1-10
SHP_6884,51714,REGULAR AIR,6-9-09
SHP_6838,35139,DELIVERY TRUCK,19-1-10
SHP_6867,43013,REGULAR AIR,27-4-11
SHP_6789,14661,REGULAR AIR,25-1-10
SHP_999,14276,REGULAR AIR,19-6-09
SHP_965,7169,REGULAR AIR,28-3-10
SHP_965,7169,REGULAR AIR,28-3-10
SHP_950,4261,REGULAR AIR,4-10-12
SHP_950,4261,REGULAR AIR,4-10-12
SHP_950,4261,REGULAR AIR,4-10-12
SHP_1013,17507,DELIVERY TRUCK,14-6-12
SHP_949,4261,DELIVERY TRUCK,3-10-12
SHP_1012,17507,REGULAR AIR,12-6-12
SHP_977,10306,REGULAR AIR,21-7-10
SHP_1101,33284,REGULAR AIR,2-4-12
SHP_938,1221,REGULAR AIR,20-4-12
SHP_938,1221,REGULAR AIR,20-4-12
SHP_937,1221,REGULAR AIR,18-4-12
SHP_1107,36480,REGULAR AIR,23-8-10
SHP_1034,20961,REGULAR AIR,16-1-10
SHP_3992,27106,REGULAR AIR,3-12-11
SHP_3992,27106,REGULAR AIR,3-12-11
SHP_3992,27106,REGULAR AIR,3-12-11
SHP_3975,21989,REGULAR AIR,10-2-11
SHP_3975,21989,REGULAR AIR,10-2-11
SHP_3900,1286,REGULAR AIR,15-5-10
SHP_3934,13537,REGULAR AIR,1-6-10
SHP_2262,52896,EXPRESS AIR,24-10-10
SHP_4073,52896,REGULAR AIR,25-10-10
SHP_4073,52896,REGULAR AIR,25-10-10
SHP_4074,52896,DELIVERY TRUCK,24-10-10
SHP_2263,52896,DELIVERY TRUCK,23-10-10
SHP_4077,54055,DELIVERY TRUCK,15-2-09
SHP_4043,42274,EXPRESS AIR,5-9-11
SHP_3946,15236,EXPRESS AIR,11-4-12
SHP_3993,27106,REGULAR AIR,1-12-11
SHP_3994,27106,DELIVERY TRUCK,3-12-11
SHP_3945,15236,REGULAR AIR,10-4-12
SHP_3899,1286,REGULAR AIR,14-5-10
SHP_4004,31456,REGULAR AIR,17-11-12
SHP_4042,42274,REGULAR AIR,5-9-11
SHP_3869,55398,REGULAR AIR,21-1-10
SHP_2344,7462,EXPRESS AIR,21-2-11
SHP_3702,32323,REGULAR AIR,25-7-10
SHP_2386,22279,REGULAR AIR,25-12-09
SHP_3701,32323,REGULAR AIR,23-7-10
SHP_3817,49797,EXPRESS AIR,9-3-11
SHP_3816,49797,REGULAR AIR,9-3-11
SHP_2468,55398,REGULAR AIR,22-1-10
SHP_3732,37123,DELIVERY TRUCK,19-2-12
SHP_2329,1573,DELIVERY TRUCK,29-12-12
SHP_3700,32323,REGULAR AIR,24-7-10
SHP_4819,51044,REGULAR AIR,25-1-12
SHP_4621,24384,REGULAR AIR,28-3-11
SHP_4621,24384,REGULAR AIR,28-3-11
SHP_4621,24384,REGULAR AIR,28-3-11
SHP_4559,16262,EXPRESS AIR,8-1-11
SHP_4716,36003,REGULAR AIR,2-11-10
SHP_4716,36003,REGULAR AIR,2-11-10
SHP_4508,8998,REGULAR AIR,7-1-10
SHP_4453,1542,REGULAR AIR,16-9-10
SHP_4453,1542,REGULAR AIR,16-9-10
SHP_4817,51044,REGULAR AIR,18-1-12
SHP_4818,51044,DELIVERY TRUCK,22-1-12
SHP_4859,56608,REGULAR AIR,20-11-09
SHP_4754,43137,REGULAR AIR,27-2-11
SHP_4510,8998,REGULAR AIR,8-1-10
SHP_4728,37702,REGULAR AIR,12-6-11
SHP_4667,30886,REGULAR AIR,17-5-12
SHP_4509,8998,REGULAR AIR,5-1-10
SHP_5739,3458,REGULAR AIR,24-12-09
SHP_5895,54791,REGULAR AIR,21-12-12
SHP_5754,8578,REGULAR AIR,3-9-11
SHP_5896,54791,REGULAR AIR,22-12-12
SHP_5738,3458,REGULAR AIR,23-12-09
SHP_1786,25735,REGULAR AIR,13-1-11
SHP_1781,14791,REGULAR AIR,15-2-10
SHP_1788,29856,REGULAR AIR,11-6-12
SHP_5355,25953,REGULAR AIR,28-9-09
SHP_5355,25953,REGULAR AIR,28-9-09
SHP_5336,18049,REGULAR AIR,15-8-09
SHP_5459,57510,REGULAR AIR,10-12-11
SHP_5352,23648,REGULAR AIR,25-9-12
SHP_5352,23648,REGULAR AIR,25-9-12
SHP_5289,3169,REGULAR AIR,21-12-10
SHP_5397,38982,REGULAR AIR,18-7-09
SHP_5346,20032,REGULAR AIR,7-11-12
SHP_5311,10210,REGULAR AIR,24-6-11
SHP_5377,32100,REGULAR AIR,25-5-12
SHP_1524,42596,REGULAR AIR,16-8-12
SHP_1484,26691,REGULAR AIR,4-8-12
SHP_3717,35430,REGULAR AIR,29-3-10
SHP_3718,35430,REGULAR AIR,27-3-10
SHP_3558,4773,DELIVERY TRUCK,24-12-11
SHP_3716,35430,REGULAR AIR,1-4-10
SHP_3775,41508,DELIVERY TRUCK,26-9-10
SHP_3446,46337,REGULAR AIR,2-5-12
SHP_3472,51463,EXPRESS AIR,17-12-11
SHP_3471,51463,REGULAR AIR,26-12-11
SHP_3492,54721,DELIVERY TRUCK,19-10-12
SHP_3431,43172,REGULAR AIR,5-7-09
SHP_3321,24740,EXPRESS AIR,10-1-10
SHP_3236,7301,REGULAR AIR,14-1-11
SHP_3330,26432,EXPRESS AIR,4-1-10
SHP_3264,16352,REGULAR AIR,1-8-12
SHP_3331,26630,REGULAR AIR,29-11-10
SHP_3292,20354,REGULAR AIR,21-9-12
SHP_3328,26432,REGULAR AIR,6-1-10
SHP_3320,24740,REGULAR AIR,11-1-10
SHP_3343,29220,EXPRESS AIR,29-12-12
SHP_3428,42918,EXPRESS AIR,24-5-11
SHP_3212,3559,EXPRESS AIR,24-10-12
SHP_3329,26432,REGULAR AIR,8-1-10
SHP_5531,38050,EXPRESS AIR,27-10-10
SHP_5535,40388,REGULAR AIR,26-7-12
SHP_5532,38050,REGULAR AIR,28-10-10
SHP_5532,38050,REGULAR AIR,28-10-10
SHP_5479,2852,REGULAR AIR,16-1-10
SHP_5509,22882,REGULAR AIR,15-9-10
SHP_5478,2852,REGULAR AIR,15-1-10
SHP_5533,39043,REGULAR AIR,23-12-10
SHP_5544,45156,REGULAR AIR,17-2-11
SHP_5542,45156,REGULAR AIR,12-2-11
SHP_5521,30083,REGULAR AIR,9-1-09
SHP_5477,2817,REGULAR AIR,20-4-09
SHP_5540,43363,DELIVERY TRUCK,7-9-11
SHP_5543,45156,REGULAR AIR,19-2-11
SHP_5497,15462,REGULAR AIR,27-2-11
SHP_5534,39043,EXPRESS AIR,23-12-10
SHP_5564,55045,REGULAR AIR,22-11-09
SHP_5476,2817,REGULAR AIR,19-4-09
SHP_1520,41059,EXPRESS AIR,16-9-10
SHP_1515,39015,REGULAR AIR,6-12-09
SHP_1519,41059,REGULAR AIR,15-9-10
SHP_1514,39015,DELIVERY TRUCK,6-12-09
SHP_1521,41059,DELIVERY TRUCK,15-9-10
SHP_1518,41059,EXPRESS AIR,14-9-10
SHP_5793,21799,EXPRESS AIR,20-4-11
SHP_5746,4739,REGULAR AIR,24-2-10
SHP_5742,3653,REGULAR AIR,28-3-09
SHP_5910,59271,REGULAR AIR,27-4-11
SHP_5743,3808,REGULAR AIR,23-4-09
SHP_5909,59271,EXPRESS AIR,26-4-11
SHP_5797,22628,DELIVERY TRUCK,1-11-09
SHP_5794,21985,DELIVERY TRUCK,27-8-09
SHP_5795,21985,DELIVERY TRUCK,28-8-09
SHP_1531,46243,REGULAR AIR,29-1-12
SHP_1532,46243,REGULAR AIR,31-1-12
SHP_1530,46243,EXPRESS AIR,26-1-12
SHP_1539,47174,REGULAR AIR,16-9-11
SHP_1570,59200,REGULAR AIR,11-12-11
SHP_1538,47042,REGULAR AIR,3-3-12
SHP_1558,54177,REGULAR AIR,27-1-12
SHP_1525,43424,EXPRESS AIR,20-8-11
SHP_1485,27015,REGULAR AIR,31-12-11
SHP_1569,59200,REGULAR AIR,9-12-11
SHP_1486,27840,DELIVERY TRUCK,4-7-09
SHP_1529,46117,DELIVERY TRUCK,26-5-11
SHP_1557,54177,REGULAR AIR,25-1-12
SHP_1490,28290,EXPRESS AIR,12-1-09
SHP_1489,28290,EXPRESS AIR,14-1-09
SHP_2370,16103,REGULAR AIR,17-7-12
SHP_2370,16103,REGULAR AIR,17-7-12
SHP_4552,15270,REGULAR AIR,2-2-09
SHP_6755,2790,EXPRESS AIR,19-8-09
SHP_6746,2305,REGULAR AIR,26-1-10
SHP_6745,2305,DELIVERY TRUCK,27-1-10
SHP_6753,2790,REGULAR AIR,19-8-09
SHP_6756,2790,REGULAR AIR,20-8-09
SHP_6782,9505,REGULAR AIR,10-6-12
SHP_6781,9505,REGULAR AIR,9-6-12
SHP_6754,2790,DELIVERY TRUCK,20-8-09
SHP_1045,24580,REGULAR AIR,24-6-12
SHP_991,12743,REGULAR AIR,25-6-10
SHP_1076,28898,REGULAR AIR,28-5-11
SHP_1127,40965,REGULAR AIR,21-11-09
SHP_1086,30149,REGULAR AIR,15-12-10
SHP_1046,24580,REGULAR AIR,25-6-12
SHP_1085,30149,DELIVERY TRUCK,14-12-10
SHP_1084,30149,REGULAR AIR,13-12-10
SHP_6415,31715,REGULAR AIR,9-1-09
SHP_6414,31715,REGULAR AIR,10-1-09
SHP_2778,31715,REGULAR AIR,11-1-09
SHP_2648,33958,REGULAR AIR,4-2-11
SHP_2648,33958,REGULAR AIR,4-2-11
SHP_2696,55938,EXPRESS AIR,3-7-12
SHP_2696,55938,EXPRESS AIR,3-7-12
SHP_6100,5094,REGULAR AIR,30-3-10
SHP_2618,21538,REGULAR AIR,29-7-09
SHP_2653,37443,REGULAR AIR,15-4-10
SHP_2794,40005,REGULAR AIR,28-7-10
SHP_2638,29797,REGULAR AIR,28-6-10
SHP_5403,41636,REGULAR AIR,16-8-09
SHP_5403,41636,REGULAR AIR,16-8-09
SHP_5321,14241,REGULAR AIR,15-6-12
SHP_5350,23140,REGULAR AIR,8-2-12
SHP_5329,15714,EXPRESS AIR,7-7-11
SHP_5320,13988,EXPRESS AIR,2-8-12
SHP_5349,23140,REGULAR AIR,10-2-12
SHP_5319,13988,REGULAR AIR,2-8-12
SHP_5319,13988,REGULAR AIR,2-8-12
SHP_5402,41636,REGULAR AIR,15-8-09
SHP_5353,24931,REGULAR AIR,11-11-11
SHP_3517,57666,REGULAR AIR,25-5-09
SHP_3381,35841,REGULAR AIR,9-5-11
SHP_3381,35841,REGULAR AIR,9-5-11
SHP_3243,8870,REGULAR AIR,6-3-10
SHP_3232,6148,EXPRESS AIR,25-12-11
SHP_3231,6148,REGULAR AIR,25-12-11
SHP_3396,37734,REGULAR AIR,27-12-09
SHP_3396,37734,REGULAR AIR,27-12-09
SHP_3404,38789,DELIVERY TRUCK,15-11-10
SHP_3403,38789,REGULAR AIR,15-11-10
SHP_3500,56288,REGULAR AIR,30-6-10
SHP_3501,56288,EXPRESS AIR,2-7-10
SHP_3518,57666,DELIVERY TRUCK,22-5-09
SHP_3242,8162,REGULAR AIR,9-10-09
SHP_3288,19874,REGULAR AIR,9-6-12
SHP_3241,8162,REGULAR AIR,8-10-09
SHP_3241,8162,REGULAR AIR,8-10-09
SHP_672,450,EXPRESS AIR,5-3-11
SHP_675,1028,REGULAR AIR,7-1-09
SHP_685,5318,EXPRESS AIR,4-4-10
SHP_684,5318,REGULAR AIR,5-4-10
SHP_687,6115,REGULAR AIR,12-9-10
SHP_673,450,REGULAR AIR,6-3-11
SHP_695,9123,EXPRESS AIR,27-6-10
SHP_674,1028,REGULAR AIR,6-1-09
SHP_2901,26948,EXPRESS AIR,23-11-11
SHP_2970,48642,REGULAR AIR,1-2-10
SHP_2971,48642,EXPRESS AIR,1-2-10
SHP_2846,6433,REGULAR AIR,23-11-11
SHP_2863,10627,REGULAR AIR,1-3-10
SHP_2878,13729,EXPRESS AIR,3-1-09
SHP_2840,3141,REGULAR AIR,11-11-11
SHP_2966,48135,EXPRESS AIR,21-4-09
SHP_3752,39078,REGULAR AIR,23-6-09
SHP_3655,25152,REGULAR AIR,17-10-12
SHP_3683,29894,REGULAR AIR,16-9-10
SHP_3683,29894,REGULAR AIR,16-9-10
SHP_3754,39078,REGULAR AIR,25-6-09
SHP_3773,41474,DELIVERY TRUCK,22-4-09
SHP_3883,57185,REGULAR AIR,25-5-11
SHP_3581,11396,REGULAR AIR,22-7-12
SHP_3753,39078,REGULAR AIR,30-6-09
SHP_3774,41474,REGULAR AIR,22-4-09
SHP_3611,17249,REGULAR AIR,27-9-10
SHP_2538,42306,REGULAR AIR,16-9-12
SHP_2538,42306,REGULAR AIR,16-9-12
SHP_2538,42306,REGULAR AIR,16-9-12
SHP_6135,8101,REGULAR AIR,6-3-10
SHP_6050,967,REGULAR AIR,21-6-12
SHP_6385,28387,REGULAR AIR,30-6-12
SHP_6385,28387,REGULAR AIR,30-6-12
SHP_6072,2914,REGULAR AIR,3-3-10
SHP_6049,967,REGULAR AIR,22-6-12
SHP_6051,967,DELIVERY TRUCK,23-6-12
SHP_6134,8101,DELIVERY TRUCK,6-3-10
SHP_6125,6886,REGULAR AIR,20-1-12
SHP_4598,21444,REGULAR AIR,16-4-11
SHP_4557,16005,REGULAR AIR,26-12-12
SHP_4484,5921,EXPRESS AIR,13-4-09
SHP_4719,36323,REGULAR AIR,20-10-10
SHP_3225,4800,REGULAR AIR,10-1-12
SHP_3283,19329,REGULAR AIR,8-3-10
SHP_3224,4800,REGULAR AIR,12-1-12
SHP_3224,4800,REGULAR AIR,12-1-12
SHP_3282,19329,REGULAR AIR,9-3-10
SHP_3312,24099,REGULAR AIR,21-5-11
SHP_3312,24099,REGULAR AIR,21-5-11
SHP_4051,44738,REGULAR AIR,7-12-10
SHP_3914,6502,EXPRESS AIR,20-8-11
SHP_3915,6502,REGULAR AIR,23-8-11
SHP_3990,26305,DELIVERY TRUCK,3-12-10
SHP_4045,43360,REGULAR AIR,20-10-09
SHP_4005,31522,REGULAR AIR,27-5-10
SHP_4053,44867,DELIVERY TRUCK,28-7-09
SHP_4006,31522,DELIVERY TRUCK,27-5-10
SHP_3989,26305,REGULAR AIR,4-12-10
SHP_3933,11975,REGULAR AIR,15-4-11
SHP_3908,5697,REGULAR AIR,6-10-12
SHP_3898,999,REGULAR AIR,11-9-10
SHP_4047,44322,REGULAR AIR,14-10-11
SHP_2338,5445,REGULAR AIR,1-8-10
SHP_4017,35077,REGULAR AIR,8-10-11
SHP_4062,47686,REGULAR AIR,13-10-12
SHP_2364,11686,REGULAR AIR,28-1-09
SHP_2389,23333,REGULAR AIR,6-8-09
SHP_2389,23333,REGULAR AIR,6-8-09
SHP_2366,14820,EXPRESS AIR,11-1-12
SHP_2396,29573,REGULAR AIR,18-1-12
SHP_2390,23333,REGULAR AIR,7-8-09
SHP_2337,5445,EXPRESS AIR,30-7-10
SHP_4044,42882,EXPRESS AIR,29-10-10
SHP_4061,47236,REGULAR AIR,4-10-11
SHP_2473,58277,REGULAR AIR,26-1-09
SHP_4031,39488,EXPRESS AIR,26-6-09
SHP_4064,48261,DELIVERY TRUCK,19-3-11
SHP_4070,50144,EXPRESS AIR,7-6-12
SHP_2326,134,REGULAR AIR,2-5-12
SHP_2415,35042,REGULAR AIR,3-12-10
